"EFF_DATE","FIX_ID","ICAO_REGION_CODE","STATE_CODE","COUNTRY_CODE","CHARTING_TYPE_DESC"
"2026/09/03","AAALL","K6","MA","US","IAP"
"2026/09/03","AAAME","K2","CA","US","STAR"
"2026/09/03","AAARG","K","OA","US","CONTROLLER HIGH"
"2026/09/03","AAARG","K","OA","US","CONTROLLER LOW"
"2026/09/03","AAARG","K","OA","US","ENROUTE HIGH"
"2026/09/03","AAARG","K","OA","US","ENROUTE LOW"
"2026/09/03","AAARG","K","OA","US","WESTERN ATLANTIC ROUTE"
"2026/09/03","AAARN","K7","GA","US","CONTROLLER"
"2026/09/03","AAARN","K7","GA","US","ENROUTE LOW"
"2026/09/03","AAARN","K7","GA","US","STAR"
"2026/09/03","AABBZ","K5","KY","US","STAR"
"2026/09/03","AABEE","K7","GA","US","IAP"
"2026/09/03","AABER","K7","FL","US","ENROUTE HIGH"
"2026/09/03","AABER","K7","FL","US","ENROUTE LOW"
"2026/09/03","AABEY","K5","KY","US","IAP"
"2026/09/03","AABEZ","K3","MN","US","IAP"
"2026/09/03","AABGL","K5","IN","US","IAP"
"2026/09/03","AABLE","K5","IL","US","IAP"
"2026/09/03","AACES","K4","OK","US","STAR"
"2026/09/03","AACEZ","K","OA","US","NOT REQUIRED"
"2026/09/03","AADCO","K2","UT","US","CONTROLLER LOW"
"2026/09/03","AADCO","K2","UT","US","ENROUTE LOW"
"2026/09/03","AADCO","K2","UT","US","IAP"
"2026/09/03","AADDY","K6","MD","US","SID"
"2026/09/03","AADEN","K7","GA","US","CONTROLLER HIGH"
"2026/09/03","AADEN","K7","GA","US","CONTROLLER LOW"
"2026/09/03","AADEN","K7","GA","US","ENROUTE HIGH"
"2026/09/03","AADEN","K7","GA","US","ENROUTE LOW"
"2026/09/03","AADEN","K7","GA","US","STAR"
"2026/09/03","AADIE","K5","IN","US","STAR"
"2026/09/03","AADMS","K6","MA","US","CONTROLLER LOW"
"2026/09/03","AADMS","K6","MA","US","ENROUTE LOW"
"2026/09/03","AADMS","K6","MA","US","IAP"
"2026/09/03","AADMS","K6","MA","US","STAR"
"2026/09/03","AADPO","P","AS","US","ENROUTE LOW"
"2026/09/03","AAERO","K2","CO","US","SPECIAL DP"
"2026/09/03","AAERO","K2","CO","US","SPECIAL IAP"
"2026/09/03","AAFRE","K6","PA","US","SPECIAL IAP"
"2026/09/03","AAGEE","K2","CO","US","IAP"
"2026/09/03","AAGIN","K5","IL","US","CONTROLLER LOW"
"2026/09/03","AAGIN","K5","IL","US","ENROUTE LOW"
"2026/09/03","AAHOY","K","OG","US","STAR"
"2026/09/03","AAHZZ","K4","TX","US","STAR"
"2026/09/03","AAIRE","K7","SC","US","STAR"
"2026/09/03","AAIRR","K6","VA","US","SPECIAL IAP"
"2026/09/03","AAITT","PA","AK","US","NOT REQUIRED"
"2026/09/03","AAJAE","K4","LA","US","MILITARY IAP"
"2026/09/03","AAJAY","K5","KY","US","STAR"
"2026/09/03","AAKAY","K7","GA","US","IAP"
"2026/09/03","AAKAY","K7","GA","US","STAR"
"2026/09/03","AALAN","K2","AZ","US","CONTROLLER HIGH"
"2026/09/03","AALAN","K2","AZ","US","CONTROLLER LOW"
"2026/09/03","AALAN","K2","AZ","US","ENROUTE HIGH"
"2026/09/03","AALAN","K2","AZ","US","ENROUTE LOW"
"2026/09/03","AALAN","K2","AZ","US","STAR"
"2026/09/03","AALEX","K7","SC","US","STAR"
"2026/09/03","AALII","K4","AR","US","MILITARY IAP"
"2026/09/03","AALIX","K1","WA","US","CONTROLLER LOW"
"2026/09/03","AALIX","K1","WA","US","ENROUTE LOW"
"2026/09/03","AALLE","K2","CO","US","STAR"
"2026/09/03","AALNG","K1","MT","US","SID"
"2026/09/03","AALYS","K6","ME","US","CONTROLLER LOW"
"2026/09/03","AALYS","K6","ME","US","ENROUTE LOW"
"2026/09/03","AALYS","K6","ME","US","IAP"
"2026/09/03","AAMBR","K3","MO","US","IAP"
"2026/09/03","AAMEE","K5","IL","US","IAP"
"2026/09/03","AAMMO","K7","NC","US","MILITARY IAP"
"2026/09/03","AAMOS","K7","FL","US","CONTROLLER LOW"
"2026/09/03","AAMOS","K7","FL","US","ENROUTE LOW"
"2026/09/03","AAMOS","K7","FL","US","STAR"
"2026/09/03","AAMYY","P","OP","US","CONTROLLER HIGH"
"2026/09/03","AAMYY","P","OP","US","ENROUTE HIGH"
"2026/09/03","AAMYY","P","OP","US","NORTH PACIFIC ROUTE"
"2026/09/03","AANAH","K3","MN","US","STAR"
"2026/09/03","AANDD","K4","OK","US","IAP"
"2026/09/03","AANDI","K7","MS","US","MILITARY IAP"
"2026/09/03","AANDY","K3","IA","US","STAR"
"2026/09/03","AANET","K2","CA","US","STAR"
"2026/09/03","AANNE","K2","CA","US","CONTROLLER LOW"
"2026/09/03","AANNE","K2","CA","US","IAP"
"2026/09/03","AANNN","K6","VA","US","IAP"
"2026/09/03","AANTS","K6","VA","US","CONTROLLER LOW"
"2026/09/03","AANTS","K6","VA","US","ENROUTE LOW"
"2026/09/03","AANZA","K3","MN","US","IAP"
"2026/09/03","AARBY","K3","MO","US","IAP"
"2026/09/03","AARCH","K5","IL","US","CONTROLLER LOW"
"2026/09/03","AARCH","K5","IL","US","ENROUTE LOW"
"2026/09/03","AARCH","K5","IL","US","STAR"
"2026/09/03","AARCI","K2","CA","US","MILITARY IAP"
"2026/09/03","AAREE","K4","LA","US","MILITARY IAP"
"2026/09/03","AAREN","K7","NC","US","IAP"
"2026/09/03","AARES","PH","HI","US","CONTROLLER LOW"
"2026/09/03","AARES","PH","HI","US","ENROUTE LOW"
"2026/09/03","AARES","PH","HI","US","SID"
"2026/09/03","AARGH","K4","OK","US","IAP"
"2026/09/03","AARIN","K5","IN","US","CONTROLLER"
"2026/09/03","AARIN","K5","IN","US","SECTIONAL"
"2026/09/03","AARNN","K7","NC","US","CONTROLLER HIGH"
"2026/09/03","AARNN","K7","NC","US","CONTROLLER LOW"
"2026/09/03","AARNN","K7","NC","US","ENROUTE HIGH"
"2026/09/03","AARON","K1","OR","US","STAR"
"2026/09/03","AARPS","K7","FL","US","CONTROLLER HIGH"
"2026/09/03","AARPS","K7","FL","US","CONTROLLER LOW"
"2026/09/03","AARPS","K7","FL","US","ENROUTE HIGH"
"2026/09/03","AARPS","K7","FL","US","ENROUTE LOW"
"2026/09/03","AARPS","K7","FL","US","SID"
"2026/09/03","AARTA","K7","AL","US","IAP"
"2026/09/03","AARUN","K","OA","US","CONTROLLER"
"2026/09/03","AARUN","K","OA","US","SID"
"2026/09/03","AARWX","K7","FL","US","CONTROLLER HIGH"
"2026/09/03","AARWX","K7","FL","US","CONTROLLER LOW"
"2026/09/03","AASEN","K1","WA","US","IAP"
"2026/09/03","AASEN","K1","WA","US","MILITARY IAP"
"2026/09/03","AASON","K2","NV","US","IAP"
"2026/09/03","AASPN","K2","CA","US","STAR"
"2026/09/03","AASTN","K6","VA","US","CONTROLLER LOW"
"2026/09/03","AASTN","K6","VA","US","ENROUTE LOW"
"2026/09/03","AASTN","K6","VA","US","IAP"
"2026/09/03","AASTN","K6","VA","US","SID"
"2026/09/03","AASUM","K6","ME","US","IAP"
"2026/09/03","AASUN","K3","MN","US","IAP"
"2026/09/03","AASUN","K3","MN","US","MILITARY IAP"
"2026/09/03","AATAT","K7","GA","US","CONTROLLER"
"2026/09/03","AATAT","K7","GA","US","ENROUTE HIGH"
"2026/09/03","AATAT","K7","GA","US","STAR"
"2026/09/03","AATRE","PH","HI","US","SPECIAL IAP"
"2026/09/03","AAVON","K2","CO","US","STAR"
"2026/09/03","AAVVA","K6","VA","US","IAP"
"2026/09/03","AAYDE","K5","WI","US","CONTROLLER LOW"
"2026/09/03","AAYDE","K5","WI","US","ENROUTE LOW"
"2026/09/03","AAYDE","K5","WI","US","SPECIAL DP"
"2026/09/03","AAYDE","K5","WI","US","SPECIAL IAP"
"2026/09/03","AAYES","K2","CO","US","IAP"
"2026/09/03","AAYES","K2","CO","US","STAR"
"2026/09/03","AAYJY","K2","CA","US","SID"
"2026/09/03","AAYRR","K1","WA","US","STAR"
"2026/09/03","ABASN","K2","CO","US","STAR"
"2026/09/03","ABSAW","K3","MN","US","SPECIAL DP"
"2026/09/03","ABSAW","K3","MN","US","SPECIAL IAP"
"2026/09/03","ACABE","K7","TN","US","IAP"
"2026/09/03","ACACE","K3","MN","US","IAP"
"2026/09/03","ACACO","K2","UT","US","IAP"
"2026/09/03","ACADI","K6","VA","US","SPECIAL DP"
"2026/09/03","ACADI","K6","VA","US","SPECIAL IAP"
"2026/09/03","ACADN","CY","","CA","NOT REQUIRED"
"2026/09/03","ACADO","K4","TX","US","IAP"
"2026/09/03","ACAFI","K1","MT","US","IAP"
"2026/09/03","ACAFO","K6","NY","US","IAP"
"2026/09/03","ACAGI","K2","CO","US","ENROUTE LOW"
"2026/09/03","ACAGI","K2","CO","US","IAP"
"2026/09/03","ACAGO","K2","UT","US","CONTROLLER LOW"
"2026/09/03","ACAGO","K2","UT","US","IAP"
"2026/09/03","ACAGO","K2","UT","US","SID"
"2026/09/03","ACAGO","K2","UT","US","SPECIAL ENROUTE"
"2026/09/03","ACAGU","K2","NM","US","CONTROLLER"
"2026/09/03","ACAGU","K2","NM","US","ENROUTE LOW"
"2026/09/03","ACAGU","K2","NM","US","IAP"
"2026/09/03","ACAKO","K1","MT","US","CONTROLLER"
"2026/09/03","ACAKO","K1","MT","US","ENROUTE LOW"
"2026/09/03","ACAKO","K1","MT","US","IAP"
"2026/09/03","ACALE","K4","AR","US","STAR"
"2026/09/03","ACANO","K5","MI","US","IAP"
"2026/09/03","ACANY","K3","NE","US","IAP"
"2026/09/03","ACAPE","K1","MT","US","IAP"
"2026/09/03","ACAPO","K5","OH","US","IAP"
"2026/09/03","ACAPU","K7","FL","US","IAP"
"2026/09/03","ACARA","K2","NV","US","SPECIAL IAP"
"2026/09/03","ACARI","K6","PA","US","SPECIAL IAP"
"2026/09/03","ACASA","K2","","FM","SPECIAL IAP"
"2026/09/03","ACATA","K5","IL","US","SPECIAL DP"
"2026/09/03","ACATA","K5","IL","US","SPECIAL IAP"
"2026/09/03","ACATE","PA","AK","US","CONTROLLER LOW"
"2026/09/03","ACATE","PA","AK","US","ENROUTE LOW"
"2026/09/03","ACATI","K5","MI","US","IAP"
"2026/09/03","ACAVA","K2","CO","US","IAP"
"2026/09/03","ACAVU","K6","PA","US","IAP"
"2026/09/03","ACAYO","K3","NE","US","IAP"
"2026/09/03","ACAZE","K6","NY","US","IAP"
"2026/09/03","ACCHE","K7","FL","US","CONTROLLER LOW"
"2026/09/03","ACCHE","K7","FL","US","ENROUTE LOW"
"2026/09/03","ACCHE","K7","FL","US","SID"
"2026/09/03","ACCIO","K4","TX","US","SPECIAL DP"
"2026/09/03","ACCIO","K4","TX","US","SPECIAL IAP"
"2026/09/03","ACCOM","K6","VA","US","CONTROLLER"
"2026/09/03","ACCOM","K6","VA","US","ENROUTE LOW"
"2026/09/03","ACCOM","K6","VA","US","IAP"
"2026/09/03","ACCOW","K6","NH","US","IAP"
"2026/09/03","ACCRA","K5","IL","US","CONTROLLER"
"2026/09/03","ACCRA","K5","IL","US","ENROUTE HIGH"
"2026/09/03","ACCRA","K5","IL","US","ENROUTE LOW"
"2026/09/03","ACCRA","K5","IL","US","SID"
"2026/09/03","ACDAV","PA","AK","US","IAP"
"2026/09/03","ACDEP","K1","WA","US","IAP"
"2026/09/03","ACDIV","K3","MO","US","IAP"
"2026/09/03","ACDIY","K2","CO","US","IAP"
"2026/09/03","ACEBE","K5","WI","US","IAP"
"2026/09/03","ACEBI","K4","TX","US","SPECIAL IAP"
"2026/09/03","ACEBO","K3","MN","US","IAP"
"2026/09/03","ACECE","K5","IL","US","SPECIAL IAP"
"2026/09/03","ACECI","K4","TX","US","IAP"
"2026/09/03","ACEDI","K5","KY","US","IAP"
"2026/09/03","ACEDI","K5","KY","US","MILITARY IAP"
"2026/09/03","ACEHO","K3","NE","US","IAP"
"2026/09/03","ACEHY","K5","IN","US","IAP"
"2026/09/03","ACEJU","K7","FL","US","IAP"
"2026/09/03","ACEKO","K2","CA","US","IAP"
"2026/09/03","ACELA","K6","CT","US","IAP"
"2026/09/03","ACELI","K2","NM","US","IAP"
"2026/09/03","ACELL","K2","CA","US","MILITARY IAP"
"2026/09/03","ACELO","K6","VA","US","IAP"
"2026/09/03","ACEMI","K3","IA","US","IAP"
"2026/09/03","ACENE","K7","FL","US","IAP"
"2026/09/03","ACENO","K7","NC","US","MILITARY IAP"
"2026/09/03","ACEPA","K2","AZ","US","IAP"
"2026/09/03","ACEPU","K5","WI","US","SPECIAL DP"
"2026/09/03","ACEPU","K5","WI","US","SPECIAL IAP"
"2026/09/03","ACERA","K7","GA","US","IAP"
"2026/09/03","ACERB","K7","SC","US","CONTROLLER"
"2026/09/03","ACERB","K7","SC","US","ENROUTE HIGH"
"2026/09/03","ACERB","K7","SC","US","ENROUTE LOW"
"2026/09/03","ACERB","K7","SC","US","SID"
"2026/09/03","ACERE","K7","FL","US","STAR"
"2026/09/03","ACERI","K2","CO","US","IAP"
"2026/09/03","ACERO","K2","NM","US","IAP"
"2026/09/03","ACERT","K4","OK","US","IAP"
"2026/09/03","ACESI","K3","KS","US","IAP"
"2026/09/03","ACETE","K6","WV","US","IAP"
"2026/09/03","ACETI","K7","FL","US","IAP"
"2026/09/03","ACETN","K1","WY","US","IAP"
"2026/09/03","ACETO","K5","KY","US","IAP"
"2026/09/03","ACETY","K2","CA","US","IAP"
"2026/09/03","ACEYE","PA","AK","US","IAP"
"2026/09/03","ACFIJ","K1","ID","US","CONTROLLER LOW"
"2026/09/03","ACFIJ","K1","ID","US","ENROUTE LOW"
"2026/09/03","ACGET","K4","TX","US","IAP"
"2026/09/03","ACHAV","K7","FL","US","IAP"
"2026/09/03","ACHED","K5","WI","US","SPECIAL DP"
"2026/09/03","ACHED","K5","WI","US","SPECIAL IAP"
"2026/09/03","ACHES","K2","CO","US","CONTROLLER LOW"
"2026/09/03","ACHES","K2","CO","US","SPECIAL DP"
"2026/09/03","ACHES","K2","CO","US","SPECIAL IAP"
"2026/09/03","ACHLE","K5","OH","US","IAP"
"2026/09/03","ACHOO","K5","IN","US","IAP"
"2026/09/03","ACHOO","K5","IN","US","STAR"
"2026/09/03","ACHOZ","K2","CA","US","IAP"
"2026/09/03","ACIBE","K5","IN","US","IAP"
"2026/09/03","ACIDS","K5","OH","US","STAR"
"2026/09/03","ACIDU","K5","WI","US","IAP"
"2026/09/03","ACIDY","K6","NY","US","IAP"
"2026/09/03","ACIGE","PA","AK","US","AREA"
"2026/09/03","ACIGE","PA","AK","US","CONTROLLER LOW"
"2026/09/03","ACIGE","PA","AK","US","ENROUTE LOW"
"2026/09/03","ACIGE","PA","AK","US","IAP"
"2026/09/03","ACIGE","PA","AK","US","SPECIAL IAP"
"2026/09/03","ACIGO","K5","IL","US","IAP"
"2026/09/03","ACIKI","K6","WV","US","IAP"
"2026/09/03","ACILI","K6","VA","US","IAP"
"2026/09/03","ACINI","K2","AZ","US","MILITARY IAP"
"2026/09/03","ACINS","K2","CA","US","CONTROLLER LOW"
"2026/09/03","ACINS","K2","CA","US","ENROUTE LOW"
"2026/09/03","ACINS","K2","CA","US","IAP"
"2026/09/03","ACIPO","K2","UT","US","IAP"
"2026/09/03","ACIPU","K7","FL","US","IAP"
"2026/09/03","ACIRA","K5","MI","US","IAP"
"2026/09/03","ACIRI","PA","AK","US","IAP"
"2026/09/03","ACISA","K5","IN","US","IAP"
"2026/09/03","ACITO","K5","IL","US","CONTROLLER HIGH"
"2026/09/03","ACITO","K5","IL","US","CONTROLLER LOW"
"2026/09/03","ACITO","K5","IL","US","ENROUTE HIGH"
"2026/09/03","ACITO","K5","IL","US","ENROUTE LOW"
"2026/09/03","ACITO","K5","IL","US","SID"
"2026/09/03","ACITU","K1","WY","US","IAP"
"2026/09/03","ACIVE","PA","AK","US","IAP"
"2026/09/03","ACIVU","K4","TX","US","IAP"
"2026/09/03","ACIWA","K3","MO","US","IAP"
"2026/09/03","ACIWY","K5","IL","US","IAP"
"2026/09/03","ACIYO","K2","CA","US","IAP"
"2026/09/03","ACIYU","K5","IN","US","IAP"
"2026/09/03","ACJAD","K7","FL","US","MILITARY IAP"
"2026/09/03","ACKBR","PA","AK","US","SPECIAL IAP"
"2026/09/03","ACKEE","K7","TN","US","NOT REQUIRED"
"2026/09/03","ACKEG","K3","NE","US","IAP"
"2026/09/03","ACKEX","K6","NY","US","IAP"
"2026/09/03","ACKLE","K4","TX","US","IAP"
"2026/09/03","ACKLI","K7","FL","US","MILITARY IAP"
"2026/09/03","ACKLY","K3","IA","US","CONTROLLER LOW"
"2026/09/03","ACKLY","K3","IA","US","ENROUTE LOW"
"2026/09/03","ACKME","K4","TX","US","CONTROLLER"
"2026/09/03","ACKME","K4","TX","US","ENROUTE HIGH"
"2026/09/03","ACKME","K4","TX","US","ENROUTE LOW"
"2026/09/03","ACKME","K4","TX","US","IAP"
"2026/09/03","ACKME","K4","TX","US","STAR"
"2026/09/03","ACLAC","K7","SC","US","IAP"
"2026/09/03","ACLAM","K2","AZ","US","ENROUTE LOW"
"2026/09/03","ACLAM","K2","AZ","US","STAR"
"2026/09/03","ACLIK","K3","IA","US","IAP"
"2026/09/03","ACLIM","K6","NJ","US","IAP"
"2026/09/03","ACLIN","K4","TX","US","MILITARY IAP"
"2026/09/03","ACLOB","K1","OR","US","CONTROLLER LOW"
"2026/09/03","ACLOB","K1","OR","US","ENROUTE LOW"
"2026/09/03","ACLOB","K1","OR","US","IAP"
"2026/09/03","ACLOB","K1","OR","US","SPECIAL IAP"
"2026/09/03","ACMAN","K7","TN","US","SPECIAL IAP"
"2026/09/03","ACMED","K","OA","US","CONTROLLER HIGH"
"2026/09/03","ACMED","K","OA","US","CONTROLLER LOW"
"2026/09/03","ACMED","K","OA","US","ENROUTE HIGH"
"2026/09/03","ACMED","K","OA","US","ENROUTE LOW"
"2026/09/03","ACMED","K","OA","US","WESTERN ATLANTIC ROUTE"
"2026/09/03","ACMEE","K","OA","US","ENROUTE HIGH"
"2026/09/03","ACMEE","K","OA","US","ENROUTE LOW"
"2026/09/03","ACMES","K7","AL","US","ENROUTE HIGH"
"2026/09/03","ACMIE","K2","NM","US","CONTROLLER"
"2026/09/03","ACMIE","K2","NM","US","ENROUTE LOW"
"2026/09/03","ACMIE","K2","NM","US","IAP"
"2026/09/03","ACMIE","K2","NM","US","STAR"
"2026/09/03","ACMOD","K7","FL","US","IAP"
"2026/09/03","ACMOF","K7","FL","US","IAP"
"2026/09/03","ACNOP","K5","MI","US","IAP"
"2026/09/03","ACOBI","K6","VA","US","IAP"
"2026/09/03","ACOCO","K5","WI","US","SPECIAL DP"
"2026/09/03","ACOCO","K5","WI","US","SPECIAL IAP"
"2026/09/03","ACOCU","K6","PA","US","IAP"
"2026/09/03","ACODI","K2","NM","US","IAP"
"2026/09/03","ACOKO","K4","OK","US","IAP"
"2026/09/03","ACOLA","K4","TX","US","IAP"
"2026/09/03","ACOLU","K5","WI","US","SPECIAL DP"
"2026/09/03","ACOLU","K5","WI","US","SPECIAL IAP"
"2026/09/03","ACOMA","K2","NM","US","CONTROLLER"
"2026/09/03","ACOMA","K2","NM","US","ENROUTE LOW"
"2026/09/03","ACOMA","K2","NM","US","IAP"
"2026/09/03","ACOMA","K2","NM","US","SID"
"2026/09/03","ACONI","K1","OR","US","ENROUTE LOW"
"2026/09/03","ACONU","K4","TX","US","MILITARY IAP"
"2026/09/03","ACONY","K","OA","US","CONTROLLER HIGH"
"2026/09/03","ACONY","K","OA","US","CONTROLLER LOW"
"2026/09/03","ACONY","K","OA","US","ENROUTE HIGH"
"2026/09/03","ACONY","K","OA","US","ENROUTE LOW"
"2026/09/03","ACONY","K","OA","US","SID"
"2026/09/03","ACOPA","K6","MA","US","SPECIAL IAP"
"2026/09/03","ACORE","K5","IL","US","CONTROLLER LOW"
"2026/09/03","ACORE","K5","IL","US","ENROUTE LOW"
"2026/09/03","ACORE","K5","IL","US","IAP"
"2026/09/03","ACORI","K7","AL","US","CONTROLLER HIGH"
"2026/09/03","ACORI","K7","AL","US","CONTROLLER LOW"
"2026/09/03","ACORI","K7","AL","US","ENROUTE HIGH"
"2026/09/03","ACORI","K7","AL","US","ENROUTE LOW"
"2026/09/03","ACORI","K7","AL","US","STAR"
"2026/09/03","ACORO","K7","SC","US","IAP"
"2026/09/03","ACOSA","K6","VA","US","IAP"
"2026/09/03","ACOSI","K2","UT","US","ENROUTE LOW"
"2026/09/03","ACOSI","K2","UT","US","IAP"
"2026/09/03","ACOSU","K3","MN","US","SPECIAL DP"
"2026/09/03","ACOSU","K3","MN","US","SPECIAL IAP"
"2026/09/03","ACOTI","K5","IN","US","IAP"
"2026/09/03","ACOTO","K7","NC","US","IAP"
"2026/09/03","ACOTY","K1","OR","US","IAP"
"2026/09/03","ACOVE","K6","NY","US","CONTROLLER HIGH"
"2026/09/03","ACOVE","K6","NY","US","CONTROLLER LOW"
"2026/09/03","ACOVE","K6","NY","US","ENROUTE HIGH"
"2026/09/03","ACOVE","K6","NY","US","ENROUTE LOW"
"2026/09/03","ACOVE","K6","NY","US","SID"
"2026/09/03","ACOVE","K6","NY","US","STAR"
"2026/09/03","ACOVO","K7","MS","US","IAP"
"2026/09/03","ACOVY","K2","NV","US","IAP"
"2026/09/03","ACOVY","K2","NV","US","MILITARY IAP"
"2026/09/03","ACOYU","K6","VA","US","MILITARY IAP"
"2026/09/03","ACPAJ","K7","GA","US","IAP"
"2026/09/03","ACRAF","K6","VA","US","SPECIAL DP"
"2026/09/03","ACRAF","K6","VA","US","SPECIAL IAP"
"2026/09/03","ACRAM","K7","FL","US","SPECIAL DP"
"2026/09/03","ACRAM","K7","FL","US","SPECIAL IAP"
"2026/09/03","ACRAN","PA","AK","US","CONTROLLER LOW"
"2026/09/03","ACRAN","PA","AK","US","ENROUTE LOW"
"2026/09/03","ACRAT","K2","CA","US","AREA"
"2026/09/03","ACRAT","K2","CA","US","ENROUTE LOW"
"2026/09/03","ACRAT","K2","CA","US","IAP"
"2026/09/03","ACRAT","K2","CA","US","SID"
"2026/09/03","ACRDI","K4","OK","US","IAP"
"2026/09/03","ACRES","K2","NM","US","MILITARY SID"
"2026/09/03","ACRON","PG","GU","US","ENROUTE LOW"
"2026/09/03","ACROR","K4","TX","US","SPECIAL DP"
"2026/09/03","ACROR","K4","TX","US","SPECIAL IAP"
"2026/09/03","ACROT","K7","NC","US","SPECIAL DP"
"2026/09/03","ACROT","K7","NC","US","SPECIAL IAP"
"2026/09/03","ACROW","K6","VA","US","CONTROLLER HIGH"
"2026/09/03","ACROW","K6","VA","US","CONTROLLER LOW"
"2026/09/03","ACROW","K6","VA","US","ENROUTE HIGH"
"2026/09/03","ACROW","K6","VA","US","ENROUTE LOW"
"2026/09/03","ACROW","K6","VA","US","STAR"
"2026/09/03","ACRUZ","K","OG","US","ENROUTE HIGH"
"2026/09/03","ACRUZ","K","OG","US","ENROUTE LOW"
"2026/09/03","ACTED","K4","TX","US","IAP"
"2026/09/03","ACTIP","K3","MO","US","IAP"
"2026/09/03","ACTON","K6","ME","US","CONTROLLER LOW"
"2026/09/03","ACTON","K6","ME","US","ENROUTE LOW"
"2026/09/03","ACTOR","K2","CO","US","STAR"
"2026/09/03","ACTUP","K6","DE","US","CONTROLLER HIGH"
"2026/09/03","ACTUP","K6","DE","US","ENROUTE HIGH"
"2026/09/03","ACUBO","K3","KS","US","IAP"
"2026/09/03","ACUDI","K4","OK","US","IAP"
"2026/09/03","ACUDU","PA","AK","US","IAP"
"2026/09/03","ACUFF","K4","TX","US","CONTROLLER LOW"
"2026/09/03","ACUFF","K4","TX","US","ENROUTE LOW"
"2026/09/03","ACUFF","K4","TX","US","IAP"
"2026/09/03","ACUGI","K4","OK","US","IAP"
"2026/09/03","ACUGO","K6","ME","US","SPECIAL IAP"
"2026/09/03","ACUHA","K6","ME","US","CONTROLLER LOW"
"2026/09/03","ACUHA","K6","ME","US","SPECIAL DP"
"2026/09/03","ACUHA","K6","ME","US","SPECIAL ENROUTE"
"2026/09/03","ACUHA","K6","ME","US","SPECIAL IAP"
"2026/09/03","ACUNO","K6","VA","US","IAP"
"2026/09/03","ACUSA","K6","PA","US","IAP"
"2026/09/03","ACUSE","K3","KS","US","IAP"
"2026/09/03","ACUTE","K7","NC","US","CONTROLLER LOW"
"2026/09/03","ACUTE","K7","NC","US","ENROUTE LOW"
"2026/09/03","ACUTI","K2","CA","US","IAP"
"2026/09/03","ACUVI","K7","GA","US","MILITARY IAP"
"2026/09/03","ACUXA","K4","TX","US","MILITARY IAP"
"2026/09/03","ACUYU","PG","GU","US","MILITARY IAP"
"2026/09/03","ACUZI","K5","IN","US","IAP"
"2026/09/03","ACVEK","K4","TX","US","IAP"
"2026/09/03","ACVIK","K4","TX","US","MILITARY IAP"
"2026/09/03","ACVOL","K1","OR","US","IAP"
"2026/09/03","ACWEW","K1","WA","US","IAP"
"2026/09/03","ACWUR","K3","ND","US","IAP"
"2026/09/03","ACXIY","K5","IL","US","IAP"
"2026/09/03","ACYLS","K7","GA","US","MILITARY IAP"
"2026/09/03","ACYOG","K6","ME","US","IAP"
"2026/09/03","ACZES","K2","CO","US","CONTROLLER LOW"
"2026/09/03","ACZES","K2","CO","US","ENROUTE LOW"
"2026/09/03","ACZES","K2","CO","US","IAP"
"2026/09/03","ACZUP","K7","MS","US","IAP"
"2026/09/03","ADAAM","K7","FL","US","IAP"
"2026/09/03","ADABE","K2","","FM","IAP"
"2026/09/03","ADABN","K5","KY","US","IAP"
"2026/09/03","ADABY","K2","NM","US","IAP"
"2026/09/03","ADACO","K6","MD","US","IAP"
"2026/09/03","ADADE","PA","AK","US","IAP"
"2026/09/03","ADAFE","K2","CA","US","IAP"
"2026/09/03","ADAGE","K2","CA","US","NOT REQUIRED"
"2026/09/03","ADALE","K5","MI","US","CONTROLLER HIGH"
"2026/09/03","ADALE","K5","MI","US","ENROUTE HIGH"
"2026/09/03","ADAME","K5","IL","US","IAP"
"2026/09/03","ADAMM","K2","CA","US","AREA"
"2026/09/03","ADAMM","K2","CA","US","CONTROLLER LOW"
"2026/09/03","ADAMM","K2","CA","US","ENROUTE LOW"
"2026/09/03","ADAMM","K2","CA","US","IAP"
"2026/09/03","ADAMM","K2","CA","US","SID"
"2026/09/03","ADAMZ","K5","WI","US","MILITARY IAP"
"2026/09/03","ADANE","K2","CO","US","CONTROLLER LOW"
"2026/09/03","ADANE","K2","CO","US","ENROUTE LOW"
"2026/09/03","ADANE","K2","CO","US","IAP"
"2026/09/03","ADANE","K2","CO","US","MILITARY IAP"
"2026/09/03","ADANE","K2","CO","US","SID"
"2026/09/03","ADANE","K2","CO","US","STAR"
"2026/09/03","ADANN","K3","KS","US","IAP"
"2026/09/03","ADAPE","K4","LA","US","IAP"
"2026/09/03","ADAPT","K7","GA","US","MILITARY IAP"
"2026/09/03","ADARE","K5","IL","US","SPECIAL IAP"
"2026/09/03","ADAVE","K7","SC","US","MILITARY IAP"
"2026/09/03","ADAXE","K6","DC","US","SID"
"2026/09/03","ADAXY","K4","TX","US","IAP"
"2026/09/03","ADAYA","K1","OR","US","IAP"
"2026/09/03","ADAYI","PG","GU","US","IAP"
"2026/09/03","ADBAW","K2","CA","US","IAP"
"2026/09/03","ADBON","P","OP","US","ENROUTE HIGH"
"2026/09/03","ADBON","P","OP","US","ENROUTE LOW"
"2026/09/03","ADCAP","K3","MN","US","IAP"
"2026/09/03","ADCIN","K3","MN","US","CONTROLLER LOW"
"2026/09/03","ADCIN","K3","MN","US","ENROUTE LOW"
"2026/09/03","ADCOJ","K3","IA","US","IAP"
